35
-7
20190113:0510,0.0,0.0,0.0,0.0,7.37,5.17,0.0
20190113:0610,0.0,0.0,0.0,0.0,7.4,5.24,0.0
20190113:0710,0.0,0.0,0.0,0.0,8.18,5.72,0.0
20190113:0810,92.36,28.79,0.64,3.77,8.31,5.59,0.0
20190113:0910,65.04,96.43,2.05,12.1,8.4,5.66,0.0
20190113:1010,44.81,139.42,2.96,18.78,8.62,5.79,0.0
20190113:1110,21.34,153.9,3.2,23.29,8.89,6.07,0.0
20190113:1210,51.05,188.48,4.04,25.12,9.17,6.28,0.0
20190113:1310,10.15,144.3,2.96,24.06,9.27,5.93,0.0
20190113:1410,56.82,154.25,3.36,20.24,9.45,5.86,0.0
20190113:1510,0.0,91.48,1.96,14.09,9.59,5.72,0.0
20190113:1610,0.0,31.63,0.68,6.16,9.56,6.34,0.0
20190113:1710,0.0,0.0,0.0,0.0,9.4,6.14,0.0
20190113:1810,0.0,0.0,0.0,0.0,9.42,6.0,0.0
20190113:1910,0.0,0.0,0.0,0.0,9.31,5.79,0.0
20190113:2010,0.0,0.0,0.0,0.0,9.31,5.86,0.0
20190113:2110,0.0,0.0,0.0,0.0,9.13,5.86,0.0
20190113:2210,0.0,0.0,0.0,0.0,9.02,5.93,0.0
20190113:2310,0.0,0.0,0.0,0.0,9.11,5.93,0.0
20190114:0010,0.0,0.0,0.0,0.0,8.99,5.86,0.0
20190114:0110,0.0,0.0,0.0,0.0,9.08,6.0,0.0
20190114:0210,0.0,0.0,0.0,0.0,9.0,5.93,0.0
20190114:0310,0.0,0.0,0.0,0.0,8.99,5.93,0.0
20190114:0410,0.0,0.0,0.0,0.0,8.91,5.86,0.0
20190114:0510,0.0,0.0,0.0,0.0,8.79,5.93,0.0
20190114:0610,0.0,0.0,0.0,0.0,8.96,5.86,0.0
20190114:0710,0.0,0.0,0.0,0.0,8.96,6.07,0.0
20190114:0810,12.92,19.45,0.4,3.85,8.99,5.66,0.0
20190114:0910,32.27,85.98,1.79,12.2,9.27,5.24,0.0
20190114:1010,2.35,96.62,1.96,18.91,9.41,5.59,0.0
20190114:1110,6.37,133.64,2.72,23.44,9.58,5.59,0.0
20190114:1210,4.07,141.4,2.87,25.29,9.93,5.38,0.0
20190114:1310,66.65,190.1,4.15,24.25,10.01,4.97,0.0
20190114:1410,6.27,118.19,2.41,20.43,10.01,5.1,0.0
20190114:1510,0.0,69.25,1.48,14.28,10.06,5.1,0.0
20190114:1610,0.0,35.05,0.75,6.34,9.93,4.69,0.0
20190114:1710,0.0,0.0,0.0,0.0,9.59,4.21,0.0
20190114:1810,0.0,0.0,0.0,0.0,9.68,3.86,0.0
20190114:1910,0.0,0.0,0.0,0.0,9.51,3.17,0.0
20190114:2010,0.0,0.0,0.0,0.0,9.64,2.83,0.0
20190114:2110,0.0,0.0,0.0,0.0,9.48,2.62,0.0
20190114:2210,0.0,0.0,0.0,0.0,9.44,2.83,0.0
20190114:2310,0.0,0.0,0.0,0.0,9.24,3.1,0.0
20190115:0010,0.0,0.0,0.0,0.0,8.82,3.31,0.0
20190115:0110,0.0,0.0,0.0,0.0,8.73,3.24,0.0
20190115:0210,0.0,0.0,0.0,0.0,8.55,3.24,0.0
20190115:0310,0.0,0.0,0.0,0.0,8.43,3.1,0.0
20190115:0410,0.0,0.0,0.0,0.0,8.15,2.97,0.0
20190115:0510,0.0,0.0,0.0,0.0,7.78,2.83,0.0
20190115:0610,0.0,0.0,0.0,0.0,7.37,2.62,0.0
20190115:0710,0.0,0.0,0.0,0.0,7.53,2.76,0.0
20190115:0810,25.27,23.78,0.49,3.94,7.39,2.62,0.0
20190115:0910,58.2,99.86,2.1,12.31,7.46,2.69,0.0
20190115:1010,83.96,159.82,3.49,19.04,7.57,2.83,0.0
20190115:1110,186.05,217.05,5.16,23.59,7.87,2.97,0.0
20190115:1210,382.4,229.65,6.69,25.47,8.17,2.83,0.0
20190115:1310,659.05,137.81,7.59,24.44,8.51,2.48,0.0
20190115:1410,546.6,126.71,6.27,20.63,8.83,2.48,0.0
20190115:1510,0.0,40.18,0.86,14.48,9.12,2.69,0.0
20190115:1610,0.0,26.5,0.57,6.54,9.14,3.03,0.0
20190115:1710,0.0,0.0,0.0,0.0,8.81,3.45,0.0
20190115:1810,0.0,0.0,0.0,0.0,8.4,3.72,0.0
20190115:1910,0.0,0.0,0.0,0.0,8.92,3.52,0.0
20190115:2010,0.0,0.0,0.0,0.0,8.34,3.38,0.0
20190115:2110,0.0,0.0,0.0,0.0,7.96,3.17,0.0
20190115:2210,0.0,0.0,0.0,0.0,7.81,2.97,0.0
20190115:2310,0.0,0.0,0.0,0.0,7.61,2.55,0.0
20190116:0010,0.0,0.0,0.0,0.0,7.36,2.41,0.0
20190116:0110,0.0,0.0,0.0,0.0,6.7,2.97,0.0
20190116:0210,0.0,0.0,0.0,0.0,6.35,3.66,0.0
20190116:0310,0.0,0.0,0.0,0.0,6.14,4.07,0.0
20190116:0410,0.0,0.0,0.0,0.0,5.94,4.28,0.0
20190116:0510,0.0,0.0,0.0,0.0,5.88,4.41,0.0
20190116:0610,0.0,0.0,0.0,0.0,5.96,4.48,0.0
20190116:0710,0.0,0.0,0.0,0.0,5.77,4.48,0.0
20190116:0810,0.0,13.62,0.27,4.03,5.82,4.41,0.0
20190116:0910,372.23,102.64,3.4,12.42,6.41,4.14,0.0
20190116:1010,565.76,121.22,5.76,19.18,7.92,3.79,0.0
20190116:1110,715.22,114.27,7.46,23.75,9.78,3.38,0.0
20190116:1210,755.07,113.41,8.12,25.66,10.82,3.17,0.0
20190116:1310,711.57,110.52,7.75,24.64,11.23,3.03,0.0
20190116:1410,569.93,113.71,6.34,20.83,11.3,2.76,0.0
20190116:1510,0.0,97.46,2.08,14.68,11.18,2.28,0.0
20190116:1610,0.0,35.91,0.77,6.73,10.78,1.66,0.0
20190116:1710,0.0,0.0,0.0,0.0,10.21,1.52,0.0
20190116:1810,0.0,0.0,0.0,0.0,9.59,2.07,0.0
20190116:1910,0.0,0.0,0.0,0.0,9.33,3.38,0.0
20190116:2010,0.0,0.0,0.0,0.0,8.93,3.38,0.0
20190116:2110,0.0,0.0,0.0,0.0,8.53,3.66,0.0
20190116:2210,0.0,0.0,0.0,0.0,8.13,4.0,0.0
20190116:2310,0.0,0.0,0.0,0.0,7.93,4.14,0.0
20190117:0010,0.0,0.0,0.0,0.0,7.58,4.34,0.0
20190117:0110,0.0,0.0,0.0,0.0,7.28,4.69,0.0
20190117:0210,0.0,0.0,0.0,0.0,7.21,4.76,0.0
20190117:0310,0.0,0.0,0.0,0.0,7.38,4.97,0.0
20190117:0410,0.0,0.0,0.0,0.0,7.78,5.45,0.0
20190117:0510,0.0,0.0,0.0,0.0,8.06,5.59,0.0
20190117:0610,0.0,0.0,0.0,0.0,8.03,5.79,0.0
20190117:0710,0.0,0.0,0.0,0.0,7.61,5.66,0.0
20190117:0810,138.65,33.41,0.8,4.12,7.43,5.66,0.0
20190117:0910,243.13,120.55,3.03,12.54,7.3,5.72,0.0
20190117:1010,138.28,172.62,3.95,19.32,7.46,6.41,0.0
20190117:1110,537.84,179.25,6.89,23.92,7.93,6.69,0.0
20190117:1210,142.25,226.1,5.23,25.85,8.26,6.62,0.0
20190117:1310,75.55,199.36,4.39,24.84,8.24,6.34,0.0
20190117:1410,0.0,28.15,0.57,21.04,8.3,6.07,0.0
